"","A_1","A_2","A_3","A_4","B_1","B_2","B_3","B_4","C_1","C_2","C_3","C_4","D_1","D_2","D_3","D_4","E_1","E_2","E_3","E_4","F_1","F_2","F_3","F_4","G_1","G_2","G_3","G_4","H_1","H_2","H_3","H_4","I_1","I_2","I_3","I_4","J_1","J_2","J_3","J_4","K_1","K_2","K_3","K_4","L_1","L_2","L_3","L_4","M_1","M_2","M_3","M_4","N_1","N_2","N_3","N_4","O_1","O_2","O_3","O_4","P_1","P_2","P_3","P_4","Q_1","Q_2","Q_3","Q_4","R_1","R_2","R_3","R_4","S_1","S_2","S_3","S_4","T_1","T_2","T_3","T_4","U_1","U_2","U_3","U_4"
"K",3.62999551254197,3.04843920987595,2.96068657922582,3.53328223952642,4.71757375147713,3.42722342462394,4.01651146675503,1.20024394620636,6.72253811946421,7.11016127433225,7.26416846898442,6.61406964716394,15.5217674908424,15.4316891902018,14.6081092798288,14.458071070139,13.0008467166308,11.4249909941953,12.3538908431285,11.9731258891902,2.95469133786322,3.22681926980666,3.99303193043679,3.81946800636041,8.00100099434714,8.07014834497811,8.63743567566883,8.31894518428521,10.0352923366192,9.51092351844701,11.5634620411267,11.1174268484879,16.4594478531864,16.3639829506415,16.5239984746362,15.6779430226771,13.5410695532275,13.5488853851181,14.8834568029024,14.2830351408424,1.13448853533994,0.957456627269224,1.04371926307937,0.974169743827971,9.26967017095923,8.77264475579364,9.49409023109227,9.51922265964087,10.434570128527,9.284451563643,11.7055416992209,10.6220716022046,14.8839938345899,15.4448504241388,15.6709037319975,14.9620786168834,7.783821788503,12.9670599779565,14.2489324354453,12.6530807017426,2.48442023440027,2.68794080325772,1.69573092453064,2.44570297132814,11.5068786617604,11.2999009373257,12.6279764675762,11.5951925561486,11.2996311145509,11.9359608181811,12.1337051712538,11.8309848606539,14.982484593952,15.9708707537953,15.7387691580717,15.6169173304271,12.0580681626233,12.4563885785193,13.5029225983338,14.0828840926781,5.33370459384789,6.15869931952792,2.54119402084916,4.24447483301491
"L",5.99658413378037,6.75912573037624,6.75318853902645,6.48997193779893,4.59194270300117,6.07435558388507,5.27462213856039,10.2033362395625,6.35596622725357,4.50974950169532,5.29022624525357,6.32141264455899,14.6406633913136,14.2317330142091,13.8136802488347,13.5925798677164,16.1278216408094,15.340593398549,16.3432966745191,15.0936267196223,11.7245530870174,11.9180572864133,11.7389295485733,11.987689424458,1.95329801502259,1.896444055314,2.52289034643226,2.13112270241202,3.93393379314772,3.74462168040423,4.3730311862612,4.74152867916403,13.2875450143733,13.3548425402517,12.334055171467,11.559282876068,13.7841700573423,14.1472311399817,14.3075728997631,13.7253345961118,10.0558940576236,8.70671434212974,9.73295918745829,8.5600602302744,0.280949361752735,0.498625778892436,0.266878484755271,0.27274851787066,2.41123154118547,2.3520012053185,2.90034495022852,2.34704119948275,10.5075318936334,11.0317012472612,9.78346312457619,9.47424964482208,4.41791577361471,11.9354688588248,11.6540626180612,11.0130581811476,8.26494105964977,8.23997602748076,7.73669490234032,7.59971479450604,2.69994449714855,2.1012647886606,3.41723373787891,2.58748553460192,2.04577324949473,2.73874202452001,2.8876026954753,2.58533880956783,7.79365166030784,9.02171790875718,7.98202988226405,7.78822120022819,7.56230311455872,7.71506752894363,8.46240987478112,8.67055107680235,6.10284399811357,6.17242825632271,8.74360866098704,8.06493137432129
"M",7.66990170962808,8.42039248439552,8.38110749254394,8.252133526269,5.88476992575321,7.67349775243368,6.61099738442071,11.4852073427269,5.98236152503758,4.24142319008084,4.80426534954068,5.98961332303997,12.9529348669388,12.501530251648,12.1818945784391,11.9581315806725,15.2243389177544,14.6693903105994,15.6342478575401,14.2466826339682,12.6522437166874,12.8024495217498,12.3439251112308,12.6929495391357,2.57023691612628,2.50806282223317,2.00140686077822,2.22818118181166,2.26061293954947,2.31885000819091,2.26580209505699,2.74548918999009,11.2574465946472,11.3471799839829,10.1928491866255,9.45056548023155,12.3685683456729,12.7864821365337,12.6945587972542,12.1458126968822,11.4039634415193,10.0708332664103,10.8313187533857,9.74051953228033,2.59911212181373,2.69333244674428,2.34809177197368,2.37008255568354,0.741461746711806,1.33449521715965,1.32329982233545,0.736996377588969,8.4012922739343,8.90119909444465,7.5383535120312,7.26770735840998,3.82082548750012,10.3686899160731,9.79035697586387,9.38501636600053,9.95377810594819,9.96677839580824,9.12841495456404,9.22968655019342,3.96552939208712,2.90858815751049,3.62541605190748,3.61459367127081,2.5622044136545,2.21347481965157,2.59920013251034,2.42329929764892,5.56223402222776,6.77356899643589,5.82824609762793,5.64864367625487,5.62725314495666,5.7136329090358,6.35435342713721,6.50020472337989,8.21678835860802,8.39684674187011,10.4494092386531,10.0449798011714
"N",13.8143354799848,14.419734103983,14.3185182761799,14.4812985608956,11.7855860943736,13.6758907717677,12.3736883513909,16.1351779259412,8.57546102110862,8.47526551033564,8.09437876526315,8.68029276917041,7.03576529394896,6.45830249111126,6.69697957058038,6.51393160636102,12.2629232333146,12.6990357533424,13.3420507140482,11.6964032698961,16.1804534936683,16.186053905556,15.0291315935919,15.5945532906953,9.34035543374876,9.32123512706694,8.29307036787088,8.86204327168291,6.47983271391573,6.86792659383788,5.9288252112658,5.51681055832038,3.86927614848148,4.0606090002563,2.43287598324103,1.85301990241967,7.87472874020905,8.43697769466451,7.18827205153961,6.92796204589,16.2330792973173,15.148573514485,15.13009011159,14.4500836842173,10.3214229656961,10.2888327161291,10.0790224813897,10.1076677470778,7.85729303313083,8.05592095823966,8.19490980738981,8.00042844005981,1.20791831358464,1.27600671469425,1.45140053492761,1.17127294062967,7.85526147868697,5.78730778951594,3.73478068331188,4.9389623761325,15.7999284832692,15.8987260130542,14.4355228629716,15.0412964332871,11.5723983431372,10.4719124774305,10.6292253709236,11.1535203424576,10.0845579749705,9.28082693228782,9.63522000989565,9.63589013415798,3.88672552558833,3.34076673592195,4.97923651863774,5.13531366011638,3.35401431378002,3.01004671961225,2.09218208246344,1.77446500549776,15.1790264335147,15.6071519301826,16.2758627703921,16.5627600513249
"O",11.2581419602927,11.7195910230569,11.5955549980897,11.904164873355,9.37257903173485,11.0565340319592,9.79736779060687,12.703153705805,5.82409329741292,6.16639920459683,5.69608037121875,5.91044602373101,5.130263426808,4.75019833667159,4.36416362850094,4.15419673832942,8.56981054573944,8.79386393887398,9.47519351834932,7.91960423827181,12.4154700276277,12.3860291119912,11.1636378090875,11.7301192102256,8.1285812741291,8.15084574037369,7.3201774017353,7.77273167834999,6.40110870194625,6.34866254689217,7.14542014289948,6.36385929899803,5.07667450941529,4.96192599179625,5.59116739315888,4.95752527837639,4.79111176737509,5.27905088077562,4.85176592161715,4.34279344071197,12.8577957851015,11.9541766309477,11.6605723884438,11.1803500991543,9.87579119298729,9.59341070478677,9.75551038677031,9.7957931471039,8.15853781396154,7.54910361992343,9.2397340024192,8.41751330913347,4.76056892903409,5.0646898658071,6.61132071080265,5.87973282200345,5.7254409992064,2.78308272674282,3.01756397239367,2.46201431588956,12.8968103562769,13.0320987222033,11.4015621593317,12.1847273917121,12.0099938022898,10.9852599022064,11.7158131606341,11.6956964737018,10.6526655591245,10.2818111945638,10.6742344407715,10.5279551854065,7.84378852919187,7.98761698818183,8.9751192408891,9.02330967742888,4.53950198380486,4.71176955486675,5.03192614671646,5.51947071655209,13.0450016887072,13.6621787956596,13.3262540914973,13.9909664250764
"P",2.04874675683088,1.35098747872684,1.35419484798329,1.68185967457187,3.78464635390388,1.99258436243251,3.09022464903983,2.83549348217859,7.05160233977625,6.87374065361893,7.25996744330076,6.93707001817515,16.5022336140871,16.3436757503881,15.5755517460393,15.4053583335714,14.6646790206801,13.1780111244987,14.1439435367328,13.6055022867826,5.05048294852934,5.33401837984943,6.08131473023606,5.94190769946113,7.05939784919914,7.12072505731363,7.88165869348594,7.4575138503334,9.51317917719952,8.99690583330274,10.9247591606791,10.6381751661518,16.9831944260087,16.9205724043334,16.8208787959794,15.9636383527423,14.6801304293709,14.7593662313335,15.9052797058718,15.287284451813,2.55229981465052,1.55246230995769,3.05510332200254,2.15392948690602,7.94013886642065,7.48630021206844,8.19846063153247,8.21642707395533,9.51479667264705,8.46980934337933,10.6382500405778,9.65580194990973,15.0814078712734,15.6547828206135,15.5376158102063,14.9016672904889,7.52402689877401,13.8164534893249,14.8193153520966,13.3554028893284,0.649208424799885,0.720010708884487,1.13255129592722,0.685012518235227,9.92622090149636,9.8779168377093,11.1846603494619,10.0729741821914,9.93714707159754,10.687863065677,10.8298356723063,10.5300325973033,14.492701462414,15.5733214127078,15.1066480029102,14.9603916590541,12.0835223442169,12.4509886606514,13.4858314898141,14.0052375782717,3.24104935868449,4.03434045892433,1.06368167084485,2.19220859630636
"Q",8.33072740481718,9.07261212124082,9.09154535917916,8.7307867062347,7.17270503737808,8.45709128626386,7.81869091964352,12.6731272516758,8.85875763540725,7.0100375420747,7.73372204053995,8.83743223394612,16.3234170902895,15.8623642750212,15.5607539991714,15.3365377249894,18.4576361642256,17.7826060284691,18.770816592009,17.4513370035528,14.311390914498,14.5149520468308,14.3846477418614,14.6198803444567,4.53847280973103,4.47264190354814,4.79300526590742,4.58168442195044,5.55664028549058,5.59361378439724,5.20427649731533,5.93222163369499,14.4451402174248,14.5571482900011,13.2274650593887,12.5420148103422,15.7466624535901,16.1579742153502,16.0757245935353,15.5290135291671,12.4942542498478,11.1577744792459,12.2831863652019,11.0947335285153,2.64458767185477,3.15933779185241,2.519713802494,2.48228929208881,3.60661180004685,4.34068661869518,2.81831216685712,3.34851668717675,11.4986939099142,11.9577469971567,10.23116394976,10.1394516771181,6.79179029813871,13.750235749198,13.1032329909098,12.7615043005856,10.5087037650521,10.451110975788,10.1923095080155,9.90964802200334,0.782352555727704,0.792759567119925,1.03315674622511,0.599280489001828,1.09840430062428,1.78050382433049,1.50452353050353,1.44394633780588,7.79272300080926,9.00091639165662,7.55712988442306,7.33475228984705,8.90098870646297,8.9370715383341,9.45060664642147,9.47346002898509,7.91311380786042,7.72463804577825,10.9597304636778,9.99282883385665
"R",8.53954127975984,9.30017935219164,9.29817725545239,9.01455024217424,7.11682273376208,8.62374448100113,7.81174083067769,12.7478153291992,8.16511812641586,6.34895524188933,7.00187135880019,8.15863267789498,15.1436564668902,14.6703815673653,14.4010531364059,14.17661958515,17.5527304794356,16.9699740773191,17.9422409381357,16.5696899668713,14.2111172083331,14.393894071697,14.1232821411081,14.4090407054236,4.07910560250238,4.00733918776356,4.0557857641619,3.98789846836428,4.47497858399455,4.59435589192813,3.94081441064417,4.71861167932484,13.1712171995744,13.2885708011756,11.9312943010529,11.2530781570556,14.6592718292105,15.0886060251791,14.9207358768845,14.3865974074156,12.604730473746,11.255434965073,12.251224759341,11.0888917664796,2.57371795770935,3.04795485509759,2.32899965687564,2.30678430937529,2.53726095614958,3.49404734303647,1.51350322063868,2.2533671436406,10.2121255897183,10.665008223108,8.92489544784279,8.8344657906428,6.02693137047442,12.6180150268266,11.8786691131175,11.6130508694477,10.795087685984,10.762189391524,10.2859678376157,10.1416334917604,1.98649548740417,0.984080192657232,1.29926007496271,1.55754223824007,0.665993792873887,0.448789300929633,0.415208696524402,0.341882850794072,6.50295623281855,7.72027324767922,6.32686133410319,6.10778702960248,7.67619987144745,7.69041507083349,8.16892711000679,8.17562749822476,8.45489294722005,8.38778133056853,11.2682353309039,10.486553208991
"S",13.2438974501004,13.9624499735758,13.898985771162,13.8708708260242,11.2904861981417,13.1948217973842,11.992494661622,16.547791537336,9.48722353908632,8.52196609982478,8.551036405853,9.5609501312456,11.2546301999003,10.6851982068132,10.8149032987186,10.6141400166349,15.8652659651037,15.9775318427715,16.7568213856457,15.1398353497578,17.2015893917462,17.2817771798224,16.4312472200587,16.9121370819748,8.12642762035654,8.07722381065362,7.20232613514693,7.67770098102095,5.59247734731137,6.11318567433597,4.17262330976233,4.51169970388891,8.12400970484247,8.33335155958047,6.45471318824984,6.08828900765342,11.7742799980784,12.3202947802607,11.3290237812571,10.9879263501434,16.545693541945,15.284275611001,15.7059032942131,14.773169389087,8.2445857506259,8.42486234624918,7.95150866103516,7.96466389364701,5.86268407403525,6.67113986290635,5.43077068595685,5.848098169648,5.30056298170586,5.48127724281321,3.0528359525825,3.50736626316282,7.85644994784597,9.57173204490533,7.82998188868809,8.5716705542523,15.4770559713875,15.5211861811837,14.4119786704292,14.7228417140856,8.60224610264396,7.60521582173237,7.31650662204334,8.16155302031632,7.24415743570955,6.26492225085684,6.5177225147328,6.63107564290424,0.954598696218418,1.25891294787691,0.8181436537568,0.891021150223026,4.92490098808799,4.57031406373435,4.05006568068418,3.51500433024859,14.021479747659,14.2249476615262,15.9760345600067,15.7798505328792
"T",11.5053298911375,12.116147423967,12.0160557242097,12.1737853182048,9.46999808536332,11.3684286152919,10.0633219595167,13.9378418529254,6.3760480041382,6.150413515934,5.79905293781349,6.47635763693932,7.6041323995619,7.07730839378984,7.01100849736443,6.79599852188212,11.7086732098759,11.8207306656053,12.5915520178161,10.9748336136839,14.123770665025,14.1508607452166,13.0819769613315,13.6237962424417,7.08408910946318,7.07001338125384,6.03810831870142,6.60986430073034,4.25759024139172,4.59962989438103,4.04282665004753,3.42591168995724,5.35417781935133,5.46202198915867,4.32045140340111,3.55447332643125,7.75128811579352,8.27791304966427,7.53735273684545,7.11108422296553,14.0190549958638,12.9004783776051,12.9563978933258,12.2243321653598,8.22662000118881,8.14035672934282,8.00556727584088,8.03778758871332,5.84580816433559,5.86575381623476,6.45177499560945,6.03210722832977,2.52972690492425,3.0396533223512,2.70966263043646,1.95166526364155,5.5211713998943,5.54947327302407,4.20638980436018,4.5256339246616,13.5094345938288,13.6051917871852,12.1633522856628,12.7476014062773,9.7513306635503,8.64466057290812,9.01043178422415,9.35570389952105,8.26225408206738,7.57830067823146,7.96218292215508,7.90843186805857,3.58276251174871,3.78749259494585,4.81179828162117,4.87823167443939,0.989315481783007,0.782756519544126,0.794289267888432,1.10410453654919,12.885235622317,13.3304015009098,13.989080288489,14.2586657070761
"U",2.72692567871913,2.51716915255168,2.63108250319567,2.26965007622733,4.40987568310362,2.92391839704116,3.99779331768957,4.96425214836643,8.33631846376242,7.65101905441402,8.22531907950295,8.22749002046728,17.9685194324102,17.7529761598863,17.0462860753578,16.8618736089846,16.6910983991252,15.2781892597184,16.2589001618385,15.6218121164793,7.29263213141249,7.58354549049515,8.38359255342436,8.23346891318614,6.98373392359935,7.02721835935765,7.95869593083106,7.4428737706681,9.7405542119918,9.27012708371398,10.9321324487314,10.8477379148592,18.0262057630545,17.995889106172,17.6467287481052,16.7966688486963,16.3102410384386,16.4457014433474,17.4167807301076,16.794579201739,4.61972419759766,3.81985076491406,5.35340586422985,4.48509194049833,7.2112656774163,6.86560497564359,7.50065861520313,7.50628302148159,9.2513051274155,8.41939228012567,10.1152277218272,9.32209901093429,15.8476508044576,16.4195016259132,15.9498255832824,15.4078231717611,8.20664449569661,15.2219535321477,15.951579617166,14.6442233559304,2.34032480263223,2.21080400845597,3.4565894664498,2.52356180722204,8.68311710206338,8.88427095136712,10.106610473153,8.9163126245897,9.03027771359888,9.91246235215835,9.96874834920704,9.68597440271918,14.5384609831323,15.6947974817965,14.9701498296188,14.7989042075235,12.7716902278052,13.0931842190077,14.079454434595,14.519054237384,1.60728135780001,1.89966119048851,2.36367178332468,1.62356934257007
